Gene1	Gene2	EdgeWeight
MXD1	H2-OB	1
VCAM1	RASA4	1
ANGPT1	MAD2L1	1
NEK7	HSPA1A	1
DRC7	SRXN1	1
SLC7A4	SLC19A3	1
RBM44	CEP70	1
FAM120B	NRP2	1
PCSK7	PPM1H	1
LYRM4	PHETA2	1
AI987944	TPK1	1
RIPOR2	LAP3	1
ZFP346	9430015G10RIK	1
ZFP455	STARD10	1
NAAA	C530050E15RIK	1
SHE	ZFP959	1
ZFP942	CYTH3	1
TRPM5	CNN3	1
CHPF	NAPSA	1
USP46	RBL2	1
HIST1H4D	GSTM1	1
BC022960	STIP1	1
SYNJ1	CORO2B	1
USP14	PPM1H	1
PIGG	MCM3	1
ETS1	TOR4A	1
ROBO4	UBE2L6	1
TLR2	COX7B	1
RELB	9530082P21RIK	1
SLC17A9	CSF1R	1
ERCC8	MAN1C1	1
BATF2	GM4841	1
LPP	SGPP1	1
NAPG	TTC8	1
GARS	ADGRL4	1
BIRC3	PTGER2	1
RETNLG	KDM4C	1
TOLLIP	KAT7	1
RAG1	CHRNB1	1
SH2B3	CCDC184	1
ABCC3	ABCB10	1
ADO	GM38299	1
LY6E	KLRK1	1
EIF4EBP1	GM42611	1
MTOR	CD99L2	1
IPO9	DCTD	1
HMGCS1	EXOC3L	1
ADAM33	KRT7	1
GNB4	1110059E24RIK	1
PLIN3	TRPS1	1
MSH6	KLHL28	1
GM42979	HNF4A	1
CYB5R1	KDM6A	1
FKBP9	GM43011	1
EPS15	ATP8A1	1
F830016B08RIK	GUSB	1
AFF4	IGKV14-130	1
RAB31	ZFP867	1
TFR2	MS4A1	1
ZKSCAN14	SH3BGRL	1
ATAD2	ZFP30	1
JPT1	STAR	1
GSKIP	CDCA3	1
EPB41L3	ZFP947	1
GM36930	GPSM1	1
EIF2S1	MPP5	1
DCUN1D4	SDR42E1	1
GM17034	GM1966	1
GM18407	RRAS	1
LSP1	RHBDD2	1
ZMIZ1	TTC39B	1
MARVELD1	MTFR1	1
DTNA	GRN	1
ZUP1	SLC17A9	1
GSPT2	RAMP3	1
POLK	HMGCS1	1
SLC40A1	IL31RA	1
CCL5	SPON2	1
OLFML3	DTNA	1
RUVBL2	GM37186	1
D3ERTD254E	MYLK3	1
SLC7A4	SCAMP1	1
ZFP52	ALPL	1
ZCCHC12	TMEM175	1
PICALM	SLBP	1
GCAT	UGCG	1
SLC13A2	GPRASP1	1
INTS11	CARD6	1
RHOJ	GJA6	1
BIVM	6820402A03RIK	1
BTBD11	ARHGAP29	1
ARHGEF39	ZFP783	1
UBA2	BMT2	1
TEF	SH2D3C	1
MCM5	FOXJ2	1
DDX11	FHL2	1
MANEA	PTGS1	1
ZFP110	ZFP229	1
BLK	ELF4	1
NAGLU	ATP10A	1
EDEM1	ZDHHC24	1
PGRMC1	IGKV1-110	1
CCDC50	PCDHB22	1
GABRD	ZFP52	1
AI467606	PRDX2	1
IARS2	ATP5G3	1
MGRN1	ZDHHC13	1
4922502D21RIK	ZFP729B	1
KLHL6	DKK3	1
PFN2	EDARADD	1
SLC41A1	VPS33A	1
TCF12	GM37499	1
KLHL23	TEC	1
CHORDC1	PPME1	1
ALDH1A2	D230025D16RIK	1
MIB2	SNX24	1
ARMCX2	COA5	1
BMI1	FIGNL1	1
AP1M1	PRDX3	1
DIAPH2	CRYBG1	1
WDR73	TENT5A	1
LPIN1	SMC2	1
FNTA	SLAMF7	1
MAGEH1	CHM	1
2810414N06RIK	RNF43	1
2810414N06RIK	SYNRG	1
PLEKHG1	MXD3	1
CCDC155	GM11282	1
KPNA3	GM43466	1
SPI1	SPI1	1
COBLL1	SLC22A21	1
PPM1L	CXCR3	1
MTR	SBF2	1
GM12289	BID	1
MAML3	TRMT12	1
RAB40B	ZFP354A	1
DNASE1L3	PHAX	1
ZFP143	CCNG1	1
RARS	CYTH3	1
TINAGL1	EMILIN1	1
AKNA	ZFP995	1
IL1RL2	METTL24	1
GM12655	COPG1	1
PITPNC1	EPX	1
IER2	RAD21	1
SPNS3	NFAM1	1
9030407P20RIK	RPL39L	1
SLC30A4	USP32	1
FBXL5	H2-Q7	1
STEAP4	ZFR2	1
FOS	SGK1	1
WDR41	TMCO4	1
SQSTM1	ZFP11	1
GJA1	ZFP748	1
4933424M12RIK	ZFP932	1
POMK	DPP4	1
GM37106	RHBDD2	1
RNF157	ARID2	1
PKN3	KIF2C	1
ATP5A1	TNFRSF21	1
KCNH2	FBXL21	1
RNF4	NAMPT	1
ENG	1600014C10RIK	1
RAB39B	SLC28A1	1
GM10800	SLCO3A1	1
MMP2	PRKCD	1
PCMTD2	PHC3	1
ST6GAL1	CMTM6	1
FCRL1	CCDC149	1
IFI205	PRKG1	1
KIF2C	FASTKD3	1
PLA2G12A	SLCO2B1	1
GYPA	UHRF1	1
ZFP458	CRIP1	1
HERC6	DNAJC10	1
GBP8	ARHGAP15	1
GP1BB	IGSF6	1
EDRF1	SLC25A29	1
HSPD1	NCKAP1	1
SUMF1	DNAJC10	1
ATPIF1	GM8995	1
CTPS	DPY19L3	1
TTPA	ZCCHC2	1
ITPKC	DOCK2	1
VWA5A	ARNTL	1
FHL1	PRDX2	1
SCARA5	PIGV	1
RETREG1	ADPRM	1
CKS1B	WLS	1
CEACAM10	JAK3	1
GM37899	GM1070	1
EDC3	MMP8	1
CTSG	GFM1	1
DCTD	WFDC17	1
MCTP1	IFI208	1
CTSO	RGCC	1
CCNB2-PS	DMTN	1
LY6G	TRIM36	1
ASPRV1	TNFAIP8	1
CFAP74	GM37499	1
BBS2	KCTD12B	1
CLDN3	TNFRSF9	1
COPS8	ST8SIA6	1
GPM6B	CASP3	1
DSG2	PIGV	1
NUMB	CACNA2D1	1
GJA6	MFSD14B	1
H6PD	TGM5	1
MARCH8	BBS12	1
INSRR	EFNA1	1
ZSCAN21	PHC3	1
INSRR	AMIGO1	1
BHLHE40	A530041M06RIK	1
SPINT1	CXCR6	1
IGHV6-6	TMEM173	1
ZSCAN18	RFTN1	1
EXTL2	TEX38	1
WDR62	STARD8	1
SLFN8	DLX4OS	1
2210016L21RIK	CHIL3	1
WDR1	PTPRE	1
VWF	LGALS8	1
LCP2	BSG	1
SPNS3	SLC19A2	1
D930020B18RIK	LPCAT3	1
TACC3	RNASEL	1
DNAJC27	ADSSL1	1
GM37298	USP22	1
DCAF11	NFATC1	1
FBXW17	RHOBTB3	1
CTSS	SOCS2	1
SEL1L	EEF1E1	1
PHF11B	RMDN2	1
CUL2	GGTA1	1
ADAM17	METTL8	1
FAM187B	ALS2CL	1
LPP	TMCO4	1
RNF227	SIAE	1
HINFP	SEL1L	1
IL17RB	PLOD1	1
APPL2	HSPH1	1
RORA	TACC3	1
UROS	IFT80	1
MPI	COQ8A	1
MPI	CXCL10	1
TTPAL	MYLIP	1
IFIT1BL1	NOC4L	1
ARRDC1	TLK1	1
1810010H24RIK	RNF146	1
TERF2IP	STARD5	1
RAB38	TRIB1	1
VAV1	CALY	1
TMEM106A	TSPAN2	1
PLXNC1	SETD2	1
CHORDC1	IL6ST	1
HPS6	AIG1	1
QARS	VASN	1
PYGL	IRF5	1
GPR34	PITX2	1
AMZ1	KLHDC1	1
FECH	ADAM33	1
SERPINB6B	AIF1L	1
MAOB	CCDC166	1
SIAE	MROH1	1
CST7	HBB-BS	1
GSTT1	GPD1L	1
ZFP937	CYBB	1
GM12258	APLP2	1
ITPK1	P2RY12	1
DDOST	ZFYVE27	1
TKTL1	JUN	1
RRM1	PDGFD	1
GPR160	NUP88	1
SETD2	HEY2	1
KCTD9	ICT1OS	1
MT2	TGTP1	1
GPRASP1	LTB	1
SGPL1	SLC25A38	1
ZFP672	GNL3	1
NFKBIE	MCF2	1
P2RY10	NAPG	1
HOMEZ	ZFP280C	1
